actor_id,movie_id,role
41294,244276,Cassio
41300,90302,
41300,251828,Second Detective
41311,99918,Rupert
41316,360166,Doc Wiggin
41326,74984,
41436,313432,Robin Brady
41442,98370,
41450,287515,Robert
41458,332096,Fast Eddie Barstow
41478,118548,Mr. Parks
41631,288827,
41639,354886,Sebastian
41654,212736,
41659,98495,
41670,24796,
41736,28735,Shukracharya
41811,304225,Boss Glom
41845,344047,Uncle Tomczynski
41886,81082,Himself
41948,248889,Michele
41996,37825,
41996,262479,"Alfiero, Nina's brother"
42031,200478,Ruiz
42076,214143,Reporter with Tape Recorder
42076,331374,Sgt. O'Hallihan
42088,57421,
42116,56865,Bing Crosby Parrot
42127,264064,Dave Prescott
42162,171622,
42185,260940,Musician Jazz
42204,344762,
42231,278965,Eurimaco
42251,111768,Robert
42384,288252,Chief Dewey
42503,7615,Party Guest
42632,325397,Keusch
42659,339593,Mr. Fix
42730,315480,Explorer
42789,225882,
42822,366868,Peter Turner
42983,295210,Third Butcher
42989,120923,First Mate
43378,269340,Prof. Konrad
43535,177904,Hauptmann Menzel
43559,137097,Haraldur's son
43682,193504,Polizist
43757,39037,Andy Secrest
43766,341973,
43773,276938,Jews-Harpist
43847,334208,
43923,47116,Himself
43928,61265,Mr. Robinson
43928,123708,Mark
43928,231970,Monument salesman
43951,159075,Surender
43967,58020,Danny
43982,76350,
44040,357549,Storyteller
44082,4733,Stephen Douglas
44148,224445,Bartender
44207,64636,Legen
44318,321971,Count Schwartz
44472,276407,Human Resources Agent
44560,188336,Nightclub Manager
44560,342544,Feets
44739,263173,George Sartos
44740,173513,
44807,252974,Capt. Morty
44936,113115,
44983,366040,As Himself (Director)
45015,54657,Hare Krishna
45054,132892,
45062,132892,
45195,203271,Himself
45227,197503,Maxwell
45282,307987,Sir John Esmonds
45332,10518,"Bugs Bunny, Daffy Duck, Hassa"
45332,19298,Voice of Buster's Midget Impe
45332,56865,Sylvester
45332,139341,Bugs Bunny
45332,139923,"Bugs Bunny, Marvin Martian"
45332,254568,Officer Short Shrift/The Word
45332,306212,"Sylvester, Tweety, Mouse, Man"
45332,336767,"Pepé le Pew, Penelope, Street"
45333,198348,
45364,378432,Jugador 1º
45483,239010,Méndigo joven
45530,56522,Hombre lobo
45548,42633,
45549,327016,
45565,84486,Dr. Rosenblatt's Patient
45639,29663,Frank Downs
45689,178181,Interviewer
45757,16632,
45757,353195,Padre de Arian (Arian's fathe
45863,274777,Jasmin
45996,193504,Manni
46002,269340,Torture Victim
46033,80330,
46046,372312,Singing Tibetan
46102,114842,Visser
46110,276545,
46171,244651,
46188,103956,Himself (historian)
46238,40559,Kovacs
46238,376936,
46333,329974,Coy Cavendish
46333,344547,Tom
46378,183877,Hugo
46458,113115,Le colonel
46531,204878,Himself
46572,222668,Bobby Colvert
46587,218688,Capt. Nichols
46605,63851,Le vice-président
46683,276938,
46909,32692,Policeman
46909,164399,"Marlin [Chs.1-2,7,9-13]"
46909,303473,Kelly
46975,83862,
46975,132646,Hércules
46980,336716,Jim Coburn
47019,5825,Walter Jordan
47020,47717,Broncho Billy's Son
47067,76350,
47258,364093,Narrator
47710,17534,
47715,120791,Froschkönig
47721,142808,Voice
47738,16762,Arturo Carrera
47738,56424,Edward Bare
47738,266136,Claude Langham
47748,213069,Gar Boni
47764,343785,
47883,75739,
47909,3143,Driver
47928,214126,Antonio
47951,101249,Ernesto
47994,139987,Cap Hatfield
48005,227704,Iunescu
48036,189692,
48037,172691,Wöller
48037,189692,Herr Marquard
48091,258854,Monsieur Lepic
48113,37825,
48133,254315,
48177,235246,Simon
48210,21295,Himself
48253,166402,
48341,177146,Jeff
48374,161727,Orderly
48381,378466,
48420,213566,Duchotel
48442,189685,Käptn Gosseboer
48505,171191,Dr. Donald Flynn
48635,223478,Horst Kastowsky
48724,265678,Mr. Marty Weller
48732,106638,
48928,351632,
48977,55331,
49018,196221,
49078,190954,Blues
49124,76184,Receptionist
49166,20187,
49217,75705,Chetty
49290,200925,
49338,307472,
49340,42311,Poke Guy
49511,254315,
49564,285713,Tommy (henchman)
49593,106023,Drunk Partygoer
49688,343936,Vocals
49690,85973,
49690,269200,Mayordomo
49969,87344,Dining Man
50006,106443,Frank Palmer
50031,347309,The Detective
50244,179029,Policeman
50259,128440,Patron at The Frisco Follies
50260,53336,Chevrolet
50260,331374,Costume designer
50273,39108,
50355,325943,Herr Kopplinger
50664,28702,
50764,24364,
51094,151082,Ghost
51161,20912,Mortimer Brewster
51266,320534,
51282,180951,Inspector Milton
51319,366868,Edward Edwards
51537,71757,Billy Bladerson
51537,355337,
51561,7198,Detective
51561,42068,Policeman in patrol car
51561,330001,"Sam, the Radio Car Driver"
51631,203064,Rio Mason
51693,314940,Trumpet
51739,319921,Joe
51740,141495,Himself
52121,370013,Alain Berrebi
52131,287494,Selim
52184,258303,Jimmie Mullin
52292,332935,Jacques Vermorel
52314,106023,Wedding Pastor
52357,112830,
52448,281790,
52523,15221,Ed Grilli
52579,153752,
52579,175068,Valid
52923,333194,Crank
52951,139987,Randall McCoy Jr.
53250,350181,Schilt
53338,258854,Rémy
53353,278310,Rigoletto
53471,106638,
53534,261617,
53567,43875,Kevin
53587,203097,Rene Goudin
53733,371633,Bearded Crime Boss
53784,307987,Publisher
53816,234128,Narrator
53905,272195,
54045,331117,
54122,298068,Jerry
54313,137685,Himself
54325,199074,
54326,3018,Train Conductor
54364,171310,The Boss
54385,23318,Himself (interviewee) : LML m
54387,151675,TV Board MemberJunior Executi
54423,240457,James Northrup
54447,197506,Service Johnson
54523,269666,John Bretton
54574,68538,"Pat, Sons of the Pioneers"
54574,138223,"Pat, Sons of the Pioneers"
54620,41876,Fred
54727,304029,Jackson
54802,232417,Co-Worker
54808,147567,Reditelj
54936,244316,Iago
55029,224809,Man in Bedroom
55046,290029,
55056,97030,Judd
55065,189685,Mixer in der Cherie-Bar
55069,171964,Narrator
55160,138506,
55174,141495,Himself
55174,209597,Himself
55242,287815,Hook
55421,151823,Franz Picot
55425,25851,Mr. Gibson
55483,316898,The Boy
55616,285768,
55725,150398,Leo (Anemian chauffeur)
55731,377118,
55875,311080,
55908,198205,
55910,213368,Notario
55917,51233,
55917,54320,
55968,96403,
55977,304543,
56063,286106,Baritone
56130,195579,Francis Bacon 'Beezy' Anderso
56298,89143,
56329,194868,Col. Brooks
56444,334621,
56454,188995,Hampón conductor
56482,33105,Tankwart
56482,138506,
56603,334378,Lee
56655,199086,
56706,330314,T.J. Pedwell
56772,324385,Steve
56790,86963,Jimmy Raine
56791,203090,Deputy
56809,346840,Harvey Townsend
56873,87542,Bartender
57039,377899,
57172,299531,Thug
57413,292310,Phil Corrigan (Secret Agent X
57509,118147,
57632,16762,Father Idelfonso
57665,149642,Marine Sgt. Whiting
57783,4733,William Herndon
57799,196688,Professor
57801,73482,Poole
57801,280158,"Dave Harris, recorder of deed"
57864,75864,Bait
57964,369255,Himself
57972,358484,Russell Whitehead
58154,303872,Business manager
58187,225929,
58247,165916,"Himself - Former Mayor, Farum"
58309,103956,Himself
58395,227685,
58447,230427,Pyramid
58556,75421,Tyler's Buddy #1
58579,38810,"Lord John Cardew, Bishopof Ri"
58579,263965,The King
58600,333317,
58649,59302,Himself
58656,95135,Steven
58696,124903,
58773,338271,Chuck Brenner
58809,309286,"Joe, the Detective"
58849,71006,
58881,38,
58883,179798,
58899,123708,Alan Avery
58926,218825,Jean the Dog
59004,72498,
59004,260224,Dan Ward
59005,368202,The Attorney
59006,288252,Rector
59089,139458,Bradley
59143,258303,Beggs
59179,145936,
59183,139458,Dusty
59225,67682,Station Man
59252,56861,
59303,303571,Rickie Cass
59431,74305,
59659,176984,Electrician
59661,365459,
59739,306001,Captain Rock
59878,274373,Warshofsky
59905,213468,Additional Voices
60010,271355,
60082,340530,"Wesley, Texas Pool Player"
60083,175546,Honoree
60107,155903,Del
60119,241320,J
60170,80821,Mr. Daniels
60191,189989,
60201,324040,Bettor #1
60251,171234,John
60279,131431,Tom (15 years old)
60354,267530,
60442,194690,Farmer with Shotgun.
60442,333245,Bill Jordan
60444,114839,Matt Hollister
60460,324040,John Henry
60479,290350,Himself
60588,90379,Johnny
60620,21555,Horace Gallagher
60638,370567,"Jan Hagnerg, Gunhild's Uncle"
60761,189989,
60902,77992,
61045,308643,Native
61045,367040,
61053,124903,Jean/Pierre
61110,275656,
61279,91726,
61281,302882,Larry
61333,306001,Elmer
61391,194690,
61425,355722,Gaetano
61428,140824,
61452,317718,L'oste
61574,246346,Himself (consults with anothe
61623,252974,Uncle Delco
61692,139341,Elmer Fudd
61739,230258,Detective Nash
61806,247907,Za Za Right
61818,292820,Barry
61880,3277,River Street bartender
61945,352872,
62079,101444,
62089,46109,Haske
62325,272956,Sam Todd (Rawhide stationmast
62332,68266,Additional Voices
62498,110283,Tim Hardaway
62535,83527,
62634,47309,Windy
62712,44338,Townsman
62744,95975,
62775,190954,Yuri
62833,236046,Himself
62841,364141,
62971,334621,
63266,147567,
63299,325943,Inspektor Hollocher
63454,319921,Paul
63466,287133,Bobby
63543,88909,
63723,75289,
63723,368202,
63803,252301,Bit Part
63811,38,
63935,299208,Sub Lt. Mickey Wetherby
64164,365459,
64274,80500,Knocker Parsons
64274,336652,
64325,65044,"Luther Rolf, the peace advoca"
64434,36565,Overworked Student
64474,186304,Undetermined Role
64800,329974,
64807,44256,Sheriff Cleamons
64807,220317,Mountain man
64810,260292,Professor Fuller
64810,337920,"Tramp, (Uncredited)"
64841,128333,Joe Gold
64866,141009,Marshal Harrison
64866,169047,McMahon man
64866,239398,"Sheriff Henderson, Jimmy's fa"
64866,347309,A Policeman
64879,292820,Benjamin Hewitt
64923,8086,Letham Unit
64947,2321,Cliff
64974,163568,Steve
65051,330405,"The Coroner (segment ""Thing i"
65085,177427,Attendant
65342,72544,General Knowledge/Chicken/oth
65367,127080,Rusty
65389,38136,Billy Peoples
65455,128333,Hodder
65549,231675,Ernst Kohler
65603,295087,
65634,261998,Ted Jackson
65690,307425,Lt. Ronald Jamieson
65714,94610,Canby
65751,168448,
65809,235473,Hunter
65872,12910,
66085,107046,
66091,254568,Whether Man
66091,298202,Loopy De Loop
66091,339616,Chilly Willy
66234,93089,
66242,342014,In Bar
66243,80821,Young Roughneck
66262,344047,Priest Sposs
66334,289266,Undetermined Role
66450,290524,Portier
66479,263720,Carlo Danieli
66487,39037,Don Murray
66509,18391,
66519,35586,"Byamugisha, Ivan"
66576,127100,Powerman
66623,165970,Farmer's Son
66640,173680,
66640,217216,Nachman
66784,20968,Introduction (English version
66894,188336,
66903,112523,José Cortez
66948,241031,Butler
67027,322016,Feuerstein
67082,283061,Bernd Helwig
67133,48176,Le réceptionniste de l'hôtel
67254,234128,Narrator
67269,290524,Mercedesfahrer
67281,338422,
67283,325456,
67337,358230,
67342,323123,Reimers
67467,358230,
67535,51233,
67544,137699,
67710,295040,Sergio
67954,303571,Mitch
67999,114679,Young Joe
68048,340530,"Walter, a Pool Room Patron"
68080,101868,
68130,295505,
68193,194868,Lt. Tom 'Soapy' Cooper
68337,346661,Grandfather
68463,112591,Sir John Selinger
68572,183877,Cavanaugh
68658,281790,
68775,88199,
68923,159075,David
68955,240958,Glover
69000,294587,Don Larson
69053,78882,Defense Attorney
69116,342147,Inspector
69161,61265,Harold Crandall
69166,111104,
69328,80702,Rick Spencer
69430,5904,Milton Stafford
69430,346840,Burglar
69530,180951,Kandur
69555,18391,
69734,269532,
69746,83527,
69963,19187,Ty
70048,227781,
70098,175740,Dr. Henry Sabbatical
70116,236435,
70206,3143,Walker
70209,81082,Narrator
70282,201667,Ash/Himself
70289,247907,Za Za Left
70359,169440,Son of Jubbal
70539,197506,Aloysius
70620,169440,Son of Jubbal
70635,169047,Bill Minden
70635,289266,The Villain
70789,196764,Niño
70854,19686,
70890,370117,Blanchard
70963,292724,
71215,125272,Pai
71514,112085,
71578,146564,Francisco
71590,250795,Diogenes Bravo
71623,210206,Himself
71746,83594,
71805,362380,Tony
72194,118853,Himself
72227,202266,
72267,242044,Mr. Timms
72331,351527,Clara Bower
72453,367681,Sergeant
72520,176984,Ben Seltzer
72672,9965,"Charlie, Quincy Air Service"
72704,29548,
72712,310027,Don Florencio
72753,207011,
72901,324609,Joad Wilverley
72912,196221,
72912,319771,
72954,29893,Cheyenne Harry
72954,123290,The Cowpuncher
72954,196235,Sky High
72971,2360,"Himself (co-presenter, Art Di"
73062,82266,Joe
73325,370117,Camarillo
73359,125682,
73891,193540,
73898,328748,
73926,241616,
73929,165970,Jan's Boyfriend
73992,351056,Himself
74080,159326,
74181,127080,"Carlos, Duke D'Alva"
74181,127118,James Clancy
74268,82266,Dixon
74334,178181,Himself
74346,185162,Jocker
74353,48730,Buddy
74450,43875,Dr. Warren
74450,292531,Great Owl
74451,94808,D'Hubert
74451,245135,Dan Scott
74451,361226,Carroll Barber
74626,376810,
74674,347083,
74684,116516,All (hood)
74735,308157,"Thomas Leigh, aka Dorgan"
74746,300926,Man
74856,116325,
74856,345678,
74984,20497,Andrei Kastor
75060,318810,Joe
75140,276761,Chief Commissioner
75151,97030,Marlo
75163,64554,Chief Eagle Eye
75184,351527,
75350,5360,Chief
75367,336716,President P. Nuts
75384,191659,
75391,163919,Isaac
75501,140010,
75543,65477,Sheriff
75686,332696,
75768,99316,
75883,72544,Right Ventricle
75883,203271,Himself
75898,190345,Montaine
75936,79612,Randy's Boyfriend
75964,193801,Francisco
76114,205137,
76300,69971,Andrès/Cochenille/Frantz/Piti
76338,247576,Wendell Weaver
76388,75687,
76395,5360,Gordon
76395,360909,Roland
76578,197569,
76728,10341,
76729,247559,
76734,7164,Ambassador
76797,337607,Man with strongbox
76862,289671,Dennis Frye
76863,218456,Manolo
77080,189881,
77226,262479,A UNESCO agent
77245,328559,Truckdriver
77437,293362,Camilo de Aguilar
77772,65427,Himself
77784,212315,Tony Mezzo
77848,328878,
77857,293362,Félix Fefnández
78273,302882,Father Carmichael Drake
78341,169830,Hat vendor
78341,214083,Chief
78353,355221,Capt. Orloff
78367,107581,Mr. Wilson
78445,89143,
78455,198026,Fencing Instructor
78597,230108,"Rubick, Arman"
78674,224975,Locutor
78687,101868,
78725,248889,
78773,136252,Lord Bart
79179,163568,Steve's friend
79321,312521,
79529,157252,Tony
79535,90708,Massimo
79595,93888,
79844,228755,
80019,190345,
80077,37000,Johnny
80082,320165,
80126,285900,
80160,351402,Hal
80194,178188,Editor Needham
80408,131431,Billy
80560,71819,Priest
80595,285597,Père de l'enfant
80597,27796,Hui Lok
80651,27796,Jerry
80684,201867,Himself
80922,75705,Mr. Jacobs
80930,245645,Police Sgt. Peters
80936,367441,"Sweet, a Waiter"
80958,217977,Policeman
80974,28690,
80983,202895,Hugh Conway
81046,110829,Tod
81403,340810,Himself
81460,358484,Lane Dodd
81579,65386,Traveling Salesman
81594,230433,
81830,75864,Brush Brody
82027,158216,Patrini
82173,169830,Director
82173,296491,
82185,306324,Murdo McFarlane (prologue)
82337,261274,
82433,309476,Richard Newton
82511,306851,
82733,145690,The Kidnapper
82733,247040,The Pirate
82802,28912,L'enfant
82934,157342,
82935,352610,
83040,48435,
83109,198648,Ma Yung Chen
83114,52445,
83126,3454,Liu Yunpu
83282,198648,Champion #4
83300,286978,Dr. Mark Chow
83442,289870,
83491,173651,
83543,87122,
83598,361304,John Powys
83613,3564,
83645,315162,Ship's Purser
83826,61992,
83840,371633,Kit Sung/Billie
83908,100285,
83929,150136,Sherman
83987,16315,Angelo Xiriball
84075,300481,Teizo
84117,342121,
84121,332281,
84269,336070,
84307,63757,Gaetano
84346,102678,
84500,299531,
84581,326525,Rudolfi
84718,316879,
84721,175889,Gopi
84878,302898,Zheng Cheung Gong
84966,109065,Grzegorz H.
84973,167480,Watanabe-kun
84990,36565,
85005,215435,
85080,63488,
85080,168889,Jeong-shik
85080,217352,
85179,165144,
85626,207951,Cowboy Leader
85854,187249,Jamie
85953,356853,
86115,273919,Herself
86159,252285,Will Duncan
86356,128145,Themselves at the Hi Hat Club
86426,3564,
86427,285597,Nat
86462,48435,Himself
86473,58020,Cheung
86580,47713,Quick-Draw Kelly
86625,370399,Himself
86721,251553,
86735,96298,Ranchero
86735,198205,
86744,353240,Dueño de la Fonda
86749,52036,El Estilos
86749,357505,
86812,347791,
86890,106318,
86905,333194,Zip
86944,154054,Joey the Pin
87011,359588,Vicaire
87248,291471,Drunk citizen
87291,275271,
87493,56145,Reporter #2
87660,112830,
87687,61384,
87764,86963,Messenger
87778,107046,Mr. Bradford
87794,111768,1. Artist
87852,218799,Newsstand Man
88023,361638,Scrub
88027,74011,Principal Freeman
88068,323134,Additional Voices
88069,331935,Dredge Captain
88185,232397,Bill
88239,54534,Billy
88411,301092,Mime
88581,37154,
88581,79884,Warren Rogers
88581,363673,Lagdon Van Kreel
88647,16315,Angelo
88821,61642,Mike Preston
88827,342147,Karl
88862,200334,Little George the Photographe
88879,343936,Bass
88903,267484,Peter
89093,292189,Peter Cavendish
89096,80702,Boychuk's Lawyer
89139,332081,Manuel Garcia
89149,191672,
89161,338736,
89285,216542,Blackmailer
89331,274871,Himself
89332,136048,Cass
89502,61382,
89717,299747,Himself
89743,90302,
89951,106893,
89951,300071,
89970,203479,Lt. Ed Cullen
90044,205669,
90116,122977,Himself - Singer
90279,301299,
90366,218456,
90370,112587,Larry O'Donnell
90390,257877,John Hayward
90496,213566,Bridois
90512,102227,"Erich, Parapsychologe (Friend"
90564,218799,Pawnbroker
90613,252787,
90626,335316,Thorpe Brother
90650,196040,
90650,230818,
90714,235246,Yoyo
90888,326224,
90890,185764,Officer #2
90935,72498,
91168,99316,
91607,143658,
91731,264936,Barman
91796,304875,The Figure
91831,240516,
92022,15014,
92151,360821,Devil
92589,98913,Clark Kent/Superman
92674,376936,
92731,376810,Aurelio Castro
92785,196764,
92857,29550,Sam
93041,165418,Desert Rat
93044,23553,Dr. Ek
93257,302003,
93325,172303,
93410,244910,
93414,288679,Jackie
93415,236681,Nicholas Brent
93568,65493,
93568,224188,Cameraman
93594,309574,Lonely Man
93599,109654,Lord Adolphus Villiers
93724,367094,President
93753,61557,Walter Stoddard
93880,36733,Himself
93897,241894,Jack Hanlon
93928,38022,Announcer
94231,107928,Kinky Kitty Couple
94284,166878,Vincent
94571,114839,Village Indian
94608,304080,Skippy
94651,31204,
94806,41095,Dancer
94806,94610,Pinkey Fripp
94997,197503,Dr. Wilkins
95006,112514,
95037,316047,
95125,11079,
95127,241235,
95173,338736,
95181,282668,Her Brother
95246,23553,Samuel Leventhal
95651,332096,Chain
95688,192814,Le Voyageur
95942,143861,
95965,93294,Henry
96147,171384,
96245,111777,Jules
96296,78031,The Weazel
96296,245078,
96391,213468,Additional Voices
96489,347791,
96509,156154,Fonne
96509,199527,
96797,136252,Clarence Phillips
96797,292306,Second Italian at Bar
96980,274296,
97005,277964,Tucson Smith
97053,311888,
97496,125835,Ah Wom Bat
97578,67011,
97588,59341,Mr. Combs
97592,200478,Duval
97673,246855,
97947,107987,
97968,188437,Popeye
98000,218376,Father
98129,10341,
98229,143636,Curtis
98593,316898,
98611,363249,Gerald Durham
98651,38022,Bouncer
98785,351476,
98906,46605,Judd Brown
98912,2721,Himself
98916,310262,
98958,371833,Narrator
98982,363249,Herbert Reynolds
99083,345347,Pierre Dubois
99090,276761,
99105,134154,Fashion Photographer
99140,80399,English Teacher
99156,299925,Martin Smith
99168,233829,Bruno Brunoski
99358,42140,Himself/Guitar
99406,308011,Staff Member
99412,362380,Journalist
99637,94976,
99637,282668,Lord Fitzroy
99667,85028,Major Seton
99912,253186,Ralph Mills
99932,95834,Johnny Brown
100021,292306,"Wilfred Hari, Lead Japanese A"
100044,173513,Matt
100165,276433,Broncho Billy
100257,280716,Himself
100417,192814,Le Père
100446,93024,Himself
100567,101444,
100593,226799,Radio announcer
100707,177521,Dr. Couillie
100777,246488,Joranson
100841,314519,J. Crist
101035,252036,Pelléas
101138,96769,Himself
101138,311888,Lieutenant Hurley
101213,298121,Chatfield
101290,189025,Ignacio
101315,109654,Dudley
101514,185162,
101577,304875,The Psychiatrist
102190,363154,Himself
102221,28912,Le mendiant
102350,322016,Loncsár
102660,167911,Chou Wanli
102694,76184,Boris
102809,272616,Judge
102820,81574,
102882,17965,Marcus
102884,201676,Himself
102958,329517,Stanley
103001,127683,Prince Boris
103001,272534,Prince Yousupoff
103082,251434,Mr. Jones
103118,50313,Robins
103118,302003,
103278,121858,Eddie's Ffriend
103328,146416,Himself
103339,296573,Xiao Wang
103862,234154,Nagamatsu
103910,82908,Ross
103944,141499,
103944,220916,Doctor
104025,203303,Hackamore Henderson
104242,174026,Bus Passenger
104242,378122,Piotr Terlecki
104277,67133,
104353,378122,Bandit
104495,106994,
104495,217305,
104495,275846,
104524,351476,
104668,260900,Antonio
104680,308157,Shifty
104699,338344,"Rob, as Joe's Brother"
104820,188825,Luigi
104924,315226,Count Sylvinus
104967,28690,
104983,168765,Henchman
105048,212764,
105341,19686,
105456,24889,
105539,86745,
105800,87191,
106069,28059,Masuko (Episode 3)
106127,277515,Dixieland Band Trumpet Player
106267,277029,
106432,151196,Hobo
106561,370399,Himself
106565,338344,"Joe, the Junkie"
106621,287515,Pizza Guy
106632,36482,
106726,122321,"Brother of the Cloud, General"
106789,141499,
107067,168765,Johnny Yuma
107384,146416,Himself
107664,54514,Captain Jinks
107698,114679,Blue Man
107746,9081,
107746,288679,Mickey
107864,278965,Nettuno
107939,150136,J.D.
108634,160976,Barrier
108952,326356,
108984,284900,Pintor (Painter)
109012,338023,
109019,338023,Ryan Kazinski
109068,207883,Récitant/Narrator
109093,124809,Niko
109213,370615,
109299,164123,
109299,213784,
109299,288245,
109424,58288,
109582,74011,Gordon Anderson
109664,289524,Cooper
109789,106606,Gus
109979,77934,Roger Barry
110072,201719,Himself
110262,290325,
110316,367441,
110406,180339,Himself
110467,260292,Art Student
110569,79612,Randy
110752,251828,Alaric Chichester
110870,207260,Marchal of Turenne
110870,269717,Le médecin-chef
110894,357445,Commander Kuzmin
110900,301175,Xeno
110988,13951,Pleasure Cop
111014,314434,Deputy Tom Gitlin
111207,6082,Giora
111207,302114,Boy
111264,22929,
111330,212344,
111350,219853,Mielero
111393,20968,Narrator (Portuguese Version)
111407,169258,Himself
111469,336070,
111588,246855,
111654,212764,
112020,125394,
112133,12105,
112275,58888,
112288,104888,
112408,199527,
112415,142808,Voice
112581,19658,
112829,86567,
112850,147378,Joven
112961,121858,Street Artist
113149,133397,
113408,125394,
113420,217305,
113500,24889,
113561,134154,Jon Rubin
113664,225929,
113752,156082,Himself
113965,50313,Joe Blake
113965,280363,
114049,378466,
114505,224292,
114576,295040,Marco
114632,215586,
114816,45431,Algernon Week
114900,202895,Dr. Elliot
114953,2321,Dick
114958,318371,Lance
114997,128369,Sidney Duck
115156,148963,Socki Van Bridge
115739,157206,
116146,290029,
116175,191248,Himself
116286,116516,Jack (hitman from Detroit)
116357,145228,
116357,237574,
116366,171384,
116669,83862,
116768,161604,
116794,330405,"(segment ""The Box"")"
116803,269729,
116831,141498,Tom Varney
116831,157206,Joe Murphy
117057,292761,
117550,312646,Quitte
117708,269717,Paolo
117854,331935,George Baker
118068,80399,Sharp Character
118170,375758,
118208,54084,
118282,359482,Dr. Dan Fairchild
118455,308292,Pitchoun
118508,205292,
118563,93024,Himself
118563,245135,David Bards
118662,299747,Himself
118820,150398,Anemian general
118921,225985,Esha's best friend
118923,86745,Rajvir/Rocky
119247,55331,
119254,175740,Interviewer
119414,199430,
119782,116325,
119782,347675,
119872,159326,
120098,320165,
120145,142430,Sir Nigel Lewson
120327,138309,Executive
120700,165070,Narrator
120766,164123,
121247,277401,
121656,172303,
122040,42966,Schaunard
122070,280716,Himself
122139,378559,
122146,377277,Firmin
122156,332633,Pablo
122279,113459,Jack DiNorscio
122315,225281,Kommissar Feldmann
122471,241700,Kid Martin
122594,172463,
122594,217295,
122644,241894,Poleon
122758,169180,
122758,342014,On Street
122786,253186,District Attorney Choate
123135,239068,Detective Norris
123345,241235,
123486,19256,
123541,306312,Slush
123605,191248,Himself
123607,89294,Mickey Mouse
123607,368642,Mickey Mouse
123621,255246,
123707,105968,Direktor JVA
123844,170759,Felix Agung
123858,142424,Irish
124113,204045,
124157,21295,Himself
124166,232668,Kachalov
124553,322486,
124734,285768,
124776,308898,
125290,325329,
125456,122977,Himself - Tenor
125615,276971,
125660,244701,Otto
125710,9658,Himself
125851,79932,Angry Library Guy
125951,276971,
125951,277401,
126075,347341,Burton
126240,73911,Customer #1
126649,223489,Mischa Neugebauer/Polizist Gr
126878,11468,
126911,115650,
126924,301906,
126950,289221,
127098,223659,Himself
127313,335316,Buck Thorpe
127428,107928,Lance
127470,231675,Charles Brown
127485,94213,Dan
127708,275673,Jeff Nelson
127753,104409,
127935,194470,Dr. Leon Wilson/Hugo Strauss
127935,318172,Judge Zanaan Frame
128026,101390,Lunatic
128099,308011,Himself
128137,21446,Zoontje van Rachel en Seward
128340,320556,
128341,325395,Hauptkommissar Bülow
128341,366595,Anthony Nash
128380,79884,Modiste Assistant
128516,231979,
128898,324605,Adjutantti Volkov
128946,32257,
128946,281067,
128946,323562,
128962,235745,
129037,24364,
129124,128369,"Nick, The Bartender"
129285,73482,Construction Worker
129484,221596,Cuspador
129594,304045,Self
129755,352872,
129908,217721,"Adolphe Bellanger, son père"
130232,46605,Harry
130340,20912,Doctor Einstein
130607,10017,
130607,214083,Ed Mack
130607,223951,"Kasha Murti, Swami, Bogus Hin"
130611,108782,
131023,356610,Asian King in Play
131193,203303,Rangey Greer
131307,99918,Wedding Guest
131333,32518,George/Paul/John
131443,257877,Jerry Thompson
131694,150326,Angus the butler
131738,292442,Juan
132020,28992,Un (faux) voyou
132020,70992,Denis
132172,314884,
132253,193746,Popinot
132495,312600,
132506,323825,Charles F. Money
132642,13462,Biel
132846,4198,
132846,213784,
132846,373711,
133009,142240,Prof. Meyer
133031,173020,Docenko
133075,207570,
133182,376214,Galiyev
133926,67011,
133983,315175,
134037,223489,Opa Neugebauer/Briefträger/Na
134399,10017,
134620,259628,Oberleutnant Reichenbach
134673,366595,Trollope
134748,142430,Vernon Foster
134774,13462,Cabré
134774,354272,Himself - Winner: Best Lead A
134959,121582,Tellefsen
134994,325456,Lorenz Kleinhanns
135150,357788,Alokas iivanainen
135331,278917,Cameron
135462,252285,Dustin Farnsworthy
135567,67725,
135716,290313,Himself
135722,361304,Leuan
135841,166036,
135856,116985,Dre Mitchell
135983,25613,
136104,37871,Bill
136106,37871,Walter
136465,112948,
136524,345496,Himself
136623,21372,Himself
136636,101390,
137044,121582,Besetningsmann
137273,265632,Omar
137534,230258,Man on phone
137681,58319,
137727,217227,L'homme
137750,332971,
137757,236421,
137943,318172,Steve Gilders
138120,236681,Alf Sutcliffe
138293,112587,Jeff Bains
138567,108782,
138676,226799,Janitor
138696,66584,Vendor
138745,6478,
139021,67246,Old black servant
139026,67246,Tom Kutchen
139281,105968,Rashid
139417,169833,Yusuke
139677,137808,David
139713,136048,Young Chip
139859,174715,Kenta
140071,29893,Bud
140203,293624,
140270,268549,Himself
140345,348023,
140486,373798,
141000,19260,Alessio
141211,308292,Le comte Symoff
141373,54084,child
141639,333251,Narrator
141909,338262,
141950,158869,Ottone
142019,48176,Le chauffeur de taxi
142132,316879,
142261,93888,Salvador
142270,90928,
142306,193746,Eckstrom
142343,8613,
142570,167625,Himself
142720,150326,The Earl
142732,144637,Derelict
142779,187025,Himself
142873,118731,Himself
143275,231330,Toy Store Manager
143393,276407,Self
143397,218210,Mörder
143399,197409,
143771,275351,
144200,362739,Ralph Spencer
144589,74249,Priest
144824,85542,
144966,120923,Håkan Eriksson
145029,102838,
145050,214126,Velutto
145485,167625,Himself
145569,211322,
145608,314434,Will
