id,first_name,last_name,gender
34648,Yerye,Beirute,M
34744,Richard,Bekins,M
34763,Victor,Bekker,M
34852,Arthur,Belasco,M
34854,Jay,Belasco,M
34855,Leon,Belasco,M
34856,Walter,Belasco,M
34984,Robert,Belgrade,M
35056,Tibor,Belitza,M
35122,Barry (I),Bell,M
35236,Hank,Bell,M
35306,Marshall,Bell,M
35312,Michael (I),Bell,M
35432,John (I),Bellah,M
35452,George (I),Bellamy,M
35465,Ralph,Bellamy,M
35477,Toni,Bellani,M
35491,Harry,Bellaver,M
35573,Stacy,Bellew,M
35575,Bernard,Belleza,M
35600,Thomas,Bellin,M
35616,Cal,Bellini,M
35654,Dieter,Bellmann,M
35690,Vicenzo,Bello,M
35694,Pier Giorgio,Bellocchio,M
35783,Alain,Belmondo,M
35795,Joseph,Belmont,M
35811,Ricky,Belmonte,M
36011,Lucas,Belvaux,M
36051,Richard,Belzer,M
36248,Paul,Ben-Victor,M
36298,Tarek Vincent,Benaoum,M
36309,Giorgy,Benaskovich,M
36353,Miguel,Benavídez,M
36372,Mohamed,Benbrahim,M
36506,Naguime,Bendidi,M
36587,Miklós,Benedek,M
36614,Angelo,Benedetto,M
36620,Richard,Benedetto,M
36626,Augusto,Benedico,M
36631,Brooks,Benedict,M
36636,Dirk,Benedict,M
36646,Kingsley,Benedict,M
36662,William 'Billy',Benedict,M
36692,George,Beneos,M
36699,Martin,Benes,M
36704,Svatopluk,Benes,M
36752,Derek,Benfield,M
36764,Wilson,Benge,M
36825,Jean,Benguigui,M
36835,Harry,Benham,M
36980,Shelton,Benjamin,M
36990,Jorge,Benjor,M
37035,Salah,Benmoussa,M
37052,Álex,Benn,M
37081,John,Bennes,M
37138,Bruce (I),Bennett,M
37215,Hugh (II),Bennett,M
37230,Jeff (I),Bennett,M
37240,John David,Bennett,M
37266,Mark (II),Bennett,M
37292,Nigel (I),Bennett,M
37318,Robert (II),Bennett,M
37376,Zachary (I),Bennett,M
37410,Joseph,Bennion,M
37428,Jack,Benny,M
37616,Michael (III),Benson,M
37635,Rex,Benson,M
37710,Galeazzo,Benti,M
37734,Colin,Bentley,M
37835,Mark,Benton,M
37906,Mário,Benvenutti,M
37940,Daniel,Benzali,M
38009,Kamil,Bera,M
38080,Aleksandar,Bercek,M
38117,Laxmikant,Berde,M
38197,Paul,Berenos,M
38210,Witold,Beres,M
38333,Peter (I),Berg,M
38334,Peter (III),Berg,M
38383,Eduardo,Bergara Leumann,M
38396,Claudio,Berge,M
38413,Bob,Bergen,M
38492,Gregg,Berger,M
38506,Howard,Berger,M
38591,Toni,Berger,M
38599,Wolfram,Berger,M
38785,Magnus,Bergman,M
38787,Mats,Bergman,M
38849,Francis,Bergonzat,M
38868,Idoff,Bergqvist,M
38931,Paul,Bergsøe,M
38984,Orhan,Berisa,M
39003,Jean-Christophe,Berjon,M
39031,Christian,Berkel,M
39033,Richard,Berkeley Steele,M
39035,Ballard,Berkeley,M
39044,Xander,Berkeley,M
39132,François,Berland,M
39200,Max,Berliner,M
39206,Charles,Berling,M
39314,Shelley,Berman,M
39350,Antonio,Bermudo,M
39370,Rubén,Bermúdez,M
39435,Ernesto (II),Bernal,M
39437,Francisco,Bernal,M
39493,Barry,Bernard,M
39529,François (I),Bernard,M
39538,Harry,Bernard,M
39565,Joseph E.,Bernard,M
39593,Paul (I),Bernard,M
39621,Sam (II),Bernard,M
39763,Erwin,Berner,M
39831,Randy,Bernhardt,M
40075,Robert,Berri,M
40116,Paul,Berrondo,M
40171,Eric,Berry,M
40249,Serge,Berry,M
40277,Michael,Berryman,M
40317,Brian,Berta,M
40327,René,Bertal,M
40359,Fred,Bertelmann,M
40360,Jean-Yves,Berteloot,M
40381,Gil,Bertharion Jr.,M
40387,Julien,Bertheau,M
40495,Pierre (I),Bertin,M
40529,Sergio,Bertocchi,M
40702,Antonin,Berval,M
40846,Ardon,Bess,M
40901,Albert,Bessler,M
41072,Herbert,Bethew,M
41294,Antonio (I),Bevacqua,M
41300,Billy,Bevan,M
41311,Stewart,Bevan,M
41316,Clem,Bevans,M
41326,Georges,Bever,M
41436,Chuck,Beyer,M
41442,Hermann,Beyer,M
41450,Kerry,Beyer,M
41458,Sean Michael,Beyer,M
41478,Richard,Beymer,M
41631,Vikas,Bhalla,M
41639,Raoul,Bhaneja,M
41654,Santhana,Bharathi,M
41659,Abhay,Bhargav,M
41670,Thoppil,Bhasi,M
41736,Manoranjan,Bhattacharya,M
41811,Jello,Biafra,M
41845,Tadeusz,Bialoszczynski,M
41886,Kenneth,Bianchi,M
41948,Tommaso,Bianco,M
41996,Claudio,Biava,M
42031,Abner,Biberman,M
42076,Robert (I),Bice,M
42088,Bruno,Bichir,M
42116,Richard,Bickenbach,M
42127,Charles,Bickford,M
42162,István,Bicskei,M
42185,Charlie,Biddle,M
42204,Hugo,Bidet,M
42231,Boguslaw,Bidzinski,M
42251,Claus,Biederstaedt,M
42384,Ramon,Bieri,M
42503,Tom (II),Bigelow,M
42632,Urs,Bihler,M
42659,Theodore,Bikel,M
42730,David,Bilcock,M
42789,Zoran,Biljanovski,M
42822,Tony,Bill,M
42983,Monsieur,Billot,M
42989,Fritiof,Billquist,M
43378,Paul,Birch,M
43535,Rudolf,Birkemeyer,M
43559,Bjarki,Birkisson,M
43682,Marc,Bischoff,M
43757,Darrell,Bishop,M
43766,Ed (I),Bishop,M
43773,George,Bishop,M
43847,Tim (II),Bishop,M
43923,James D.,Bissell,M
43928,Whit,Bissell,M
43951,Chris,Bisson,M
43967,Joel,Bissonnette,M
43982,Luka,Bistrekov,M
44040,Tibor,Bitskey,M
44082,Jack,Bittner,M
44148,Josh,Bizjak,M
44207,Adolf,Bjerke,M
44318,Gunnar,Björnstrand,M
44472,Eric (IV),Black,M
44560,Maurice,Black,M
44739,Sidney,Blackmer,M
44740,Edafe,Blackmon,M
44807,David (I),Blackwell,M
44936,Gérard,Blain,M
44983,David (II),Blair,M
45015,Michael L.,Blair,M
45054,Gabriel,Blais,M
45062,Roméo,Blais,M
45195,Perry Andelin,Blake,M
45227,Tom (I),Blake,M
45282,Clarence,Blakiston,M
45332,Mel,Blanc,M
45333,Michel,Blanc,M
45364,Modesto,Blanch,M
45483,Carmelo,Blanco,M
45530,Pablo (IV),Blanco,M
45548,Tomás (I),Blanco,M
45549,Victorio,Blanco,M
45565,John Harrington,Bland,M
45639,Harry,Blank,M
45689,Mark,Blankfield,M
45757,Txema,Blasco,M
45863,Charles,Blavette,M
45996,Moritz,Bleibtreu,M
46002,John,Bleifer,M
46033,Brian,Blessed,M
46046,Billy,Bletcher,M
46102,Newton,Blick,M
46110,Bernard,Blier,M
46171,Sergei,Blinnikov,M
46188,Michael (II),Bliss,M
46238,Bernard,Bloch,M
46333,Michael (I),Blodgett,M
46378,Dan,Blom,M
46458,Lucien,Blondeau,M
46531,John (I),Bloom,M
46572,Don,Bloomfield,M
46587,Eric,Blore,M
46605,Fernand,Blot,M
46683,Harry,Blue,M
46909,Stanley,Blystone,M
46975,Victor,Bo,M
46980,Bruce,Boa,M
47019,True (I),Boardman,M
47020,True (II),Boardman,M
47067,Stefan,Bobadov,M
47258,Lloyd,Bochner,M
47710,Vyacheslav,Bogachyov,M
47715,Jens-Uwe,Bogadtke,M
47721,Ward,Bogaert,M
47738,Dirk,Bogarde,M
47748,Humphrey,Bogart,M
47764,Pavle,Bogatincevic,M
47883,Miodrag (I),Bogic,M
47909,Brad,Bognar,M
47928,Igor,Bogodukh,M
47951,Axel,Bogousslavsky,M
47994,Jim,Bohan,M
48005,Eran,Bohem,M
48036,Hark,Bohm,M
48037,Marquard,Bohm,M
48091,Richard,Bohringer,M
48113,Federico,Boido,M
48133,Jean,Boillot,M
48177,Julien,Boisselier,M
48210,Brian,Boitano,M
48253,Dragomir 'Gidra',Bojanic,M
48341,James,Bolam,M
48374,William,Bolander,M
48381,Manuel,Bolao,M
48420,Roger,Bolders,M
48442,Joachim,Boldt,M
48505,John Michael,Bolger,M
48635,Horst,Bollmann,M
48724,David,Bolt,M
48732,Jonathan,Bolt,M
48928,Eduardo,Bonada,M
48977,Fortunio,Bonanova,M
49018,Jack,Bonavita,M
49078,Jesse,Bond,M
49124,Klaus,Bondam,M
49166,Aleksandr,Bondi,M
49217,Bizzy,Bone,M
49290,Eddie,Bonette,M
49338,Roberto,Bonfim,M
49340,Pasquale,Bonfrisco,M
49511,Jacques,Bonnaffé,M
49564,Lee,Bonnell,M
49593,Paul (II),Bonner,M
49688,Marcus,Bonnée,M
49690,César,Bono,M
49969,Adam,Boor,M
50006,Anthony,Booth,M
50031,Elmer,Booth,M
50244,Joe,Bordeaux,M
50259,Eddie,Borden,M
50260,Eugene,Borden,M
50273,Ross,Borden,M
50355,Jaromír,Borek,M
50664,Oleg,Borisov,M
50764,Thomas,Born,M
51094,Bill,Borzage,M
51161,Jordi,Bosch,M
51266,Minko,Bosev,M
51282,Andrea,Bosic,M
51319,Tom,Bosley,M
51537,Hobart,Bosworth,M
51561,Wade,Boteler,M
51631,Dick,Botiller,M
51693,Chris,Botti,M
51739,Joseph,Bottoms,M
51740,Sam,Bottoms,M
52121,Michel,Boujenah,M
52131,Kader,Boukhanef,M
52184,Edward,Boulden,M
52292,Michel,Bouquet,M
52314,Karim,Bourara,M
52357,Thomy,Bourdelle,M
52448,Julián,Bourges,M
52523,Lindsay,Bourne,M
52579,Adam,Bousdoukos,M
52923,Tyler,Bowe,M
52951,Dennis (I),Bowen,M
53250,John,Bown,M
53338,Christopher,Boyadji,M
53353,Garbis,Boyagian,M
53471,Guy,Boyd,M
53534,Stephen (I),Boyd,M
53567,Raymond,Boyden,M
53587,Charles (I),Boyer,M
53733,Ken,Boyle,M
53784,Clifton,Boyne,M
53816,Klaus,Boysen,M
53905,Petar,Bozovic,M
54045,Sidney,Bracey,M
54122,James,Bradbury Jr.,M
54313,Doug (I),Bradley,M
54325,Harold (I),Bradley,M
54326,Harry C.,Bradley,M
54364,Leslie,Bradley,M
54385,Pat (III),Bradley,M
54387,Paul (I),Bradley,M
54423,Truman,Bradley,M
54447,Carl,Bradshaw,M
54523,Edward,Brady,M
54574,Pat (I),Brady,M
54620,Zach,Braff,M
54727,Lionel,Braham,M
54802,Pat (II),Braithwaite,M
54808,Vojislav,Brajovic,M
54936,Kenneth,Branagh,M
55029,George (I),Brand,M
55046,Marinus,Brand,M
55056,Neville,Brand,M
55065,Rudolf,Brand,M
55069,Steve (I),Brand,M
55160,Sigfrid,Brandl,M
55174,Marlon,Brando,M
55242,X.,Brands,M
55421,Jon,Branner,M
55425,Dick,Brannick,M
55483,Mickey,Brantford,M
55616,Pierre,Brasseur,M
55725,Tiny,Brauer,M
55731,Jose,Braulio,M
55875,Arthur,Brauss,M
55908,Guillermo,Bravo Sosa,M
55910,Carlos,Bravo y Fernández,M
55917,Antonio (I),Bravo,M
55968,Tony (II),Bravo,M
55977,James,Brawley,M
56063,Jay,Brazeau,M
56130,George P.,Breakston,M
56298,Harry,Breen,M
56329,Edmund,Breese,M
56444,Gerd,Breitung,M
56454,Martín,Brek,M
56482,Beppo,Brem,M
56603,Christopher,Brennan,M
56655,Mark (I),Brennan,M
56706,William Martin,Brennan,M
56772,George (I),Brent,M
56790,Romney,Brent,M
56791,Roy,Brent,M
56809,Edmund,Breon,M
56873,Herbert,Bress,M
57039,Sean,Brevak,M
57172,Mike,Breyer,M
57413,Lloyd,Bridges,M
57509,Matteo,Briga,M
57632,Robert (I),Bright,M
57665,Paul,Brightwell,M
57783,Burt,Brinckerhoff,M
57799,Adrian,Brine,M
57801,Paul,Brinegar,M
57864,Ritch,Brinkley,M
57964,Gerald,Brisco,M
57972,Brent,Briscoe,M
58154,Cecil,Brittain,M
58187,Sérgio (I),Britto,M
58247,Peter,Brixtofte,M
58309,Ed,Broadbent,M
58395,Arturo,Broccolo,M
58447,Ed,Brock,M
58556,Andrew,Broder,M
58579,Robert,Broderick,M
58600,Don,Brodie,M
58649,Vlastimil,Brodský,M
58656,Adrien,Brody,M
58696,Peter,Broekaert,M
58773,James,Brolin,M
58809,John,Bromfield,M
58849,Manuel,Bronchud,M
58881,Gerhard (I),Bronner,M
58883,Thomas,Bronner,M
58899,Charles,Bronson,M
58926,Jean,Bronte,M
59004,Tyler (I),Brooke,M
59005,Van Dyke,Brooke,M
59006,Walter,Brooke,M
59089,Clarence,Brooks,M
59143,Irving,Brooks,M
59179,Len (II),Brooks,M
59183,Lucius,Brooks,M
59225,Rand,Brooks,M
59252,Sammy,Brooks,M
59303,Jerry,Broome,M
59431,Statler,Brothers,M
59659,Alan (III),Brown,M
59661,Alan Henry,Brown,M
59739,Bob (I),Brown,M
59878,David (II),Brown,M
59905,Don (V),Brown,M
60010,Gilbert Glenn,Brown,M
60082,James 'Texas Blood',Brown,M
60083,James (I),Brown,M
60107,Jefferson,Brown,M
60119,Jim (I),Brown,M
60170,Judge Joe,Brown,M
60191,Ken (V),Brown,M
60201,Kevin (I),Brown,M
60251,Lou (I),Brown,M
60279,Matthew (VI),Brown,M
60354,P.L.,Brown,M
60442,Robert (I),Brown,M
60444,Robert (XI),Brown,M
60460,Roger Aaron,Brown,M
60479,Russ (I),Brown,M
60588,Tom E.,Brown,M
60620,Wally,Brown,M
60638,William H.,Brown,M
60761,Kurt,Browning,M
60902,Gary,Bruce,M
61045,George,Bruggeman,M
61053,Eddie,Brugman,M
61110,Tone,Brulin,M
61279,Marc (I),Brunet,M
61281,Michael,Brunet,M
61333,Robert,Bruning,M
61391,Harry,Brunning,M
61425,Giovanni,Bruno,M
61428,Horacio,Bruno,M
61452,Nando,Bruno,M
61574,Alexei,Brusilov,M
61623,Stephen,Bruton,M
61692,Arthur Q.,Bryan,M
61739,Paul (IV),Bryan,M
61806,Jeff (IV),Bryant,M
61818,Joshua,Bryant,M
61880,Paul,Bryar,M
61945,Valentin,Bryleyev,M
62079,Edmond,Bréon,M
62089,Oliver,Bröcker,M
62325,Edgar,Buchanan,M
62332,Jason,Buchanan,M
62498,Jeffrey,Buck,M
62535,Carlos,Bucka,M
62634,Jack (II),Buckley,M
62712,Ralph,Bucko,M
62744,Zbigniew,Buczkowski,M
62775,Zoltan,Buday,M
62833,Drazen,Budisa,M
62841,Gerald,Budner,M
62971,Ingo,Buesing,M
63266,Goran,Bukilic,M
63299,Michael,Bukowsky,M
63454,James (II),Buller,M
63466,James,Bulliard,M
63543,Quintín,Bulnes,M
63723,John,Bunny,M
63803,Sonny,Bupp,M
63811,Adolf,Bur,M
63935,Hugh (I),Burden,M
64164,Arthur,Burghardt,M
64274,Alfred,Burke,M
64325,J. Frank,Burke,M
64434,Will (I),Burke,M
64474,Harry,Burkhardt,M
64800,Bart,Burns,M
64807,Bob (II),Burns,M
64810,Bobby (I),Burns,M
64841,David (I),Burns,M
64866,Fred (I),Burns,M
64879,J.P.,Burns,M
64923,Letham,Burns,M
64947,Peter (I),Burns,M
64974,Steve (V),Burns,M
65051,Jeff,Burr,M
65085,Johnnie (I),Burrell,M
65342,Corey,Burton,M
65367,J.W.,Burton,M
65389,LeVar,Burton,M
65455,Frederick,Burtwell,M
65549,Ernst,Busch,M
65603,Gary,Busey,M
65634,Eric,Bush,M
65690,Anthony,Bushell,M
65714,Francis X.,Bushman,M
65751,Tommy,Buson,M
65809,Nicholas D.,Bussey,M
65872,Sergio (I),Bustamante,M
66085,David (I),Butler,M
66091,Daws,Butler,M
66234,Walter (I),Butler,M
66242,William J.,Butler,M
66243,William Kenneth,Butler,M
66262,Seweryn,Butrym,M
66334,Ernest,Butterworth,M
66450,Johannes,Buzalski,M
66479,Lando,Buzzanca,M
66487,Matthew,Buzzell,M
66509,Miguel,Buñuel,M
66519,Ivan,Byamugisha,M
66576,Scotch,Byerly,M
66623,Stuart,Byham,M
66640,Rolan,Bykov,M
66784,David (I),Byrne,M
66894,George,Byron,M
66903,John (I),Byron,M
66948,Walter,Bytell,M
67027,György,Bárdy,M
67082,Hans-Jürgen,Bäumler,M
67133,Meyong,Békaté,M
67254,Hans-Peter,Bögel,M
67269,Peter,Böhlke,M
67281,Karlheinz (I),Böhm,M
67283,Manfred,Böhm,M
67337,Paul,Bös,M
67342,Paul,Bösiger,M
67467,Wolfgang,Büttner,M
67535,Mario (I),Caballero,M
67544,Rodrigo (I),Caballero,M
67710,Efisio,Cabras,M
67954,John (I),Cadenhead,M
67999,Darcy,Cadman,M
68048,Harry,Caesar,M
68080,José María,Caffarel,M
68130,Ali,Cagaloglu,M
68193,William,Cagney,M
68337,André,Cailloux,M
68463,Dallas,Cairns,M
68572,Thomas,Calabro,M
68658,Héctor,Calcaño,M
68775,Bunny,Calderón,M
68923,Anthony,Calf,M
68955,Patrick,Calhoun,M
69000,George,Calil,M
69053,Ed,Call,M
69116,E.J.,Callahan,M
69161,William (I),Callahan,M
69166,Lucien,Callamand,M
69328,Simon,Callow,M
69430,Donald,Calthrop,M
69530,Armando,Calvo,M
69555,Manuel (I),Calvo,M
69734,Francisco,Camargo,M
69746,Márcio (I),Camargo,M
69963,Josh,Cameron,M
70048,Gero,Camilo,M
70098,Tony,Cammarata,M
70116,Francisco,Camoiras,M
70206,Marc A.,Campanel,M
70209,Joseph,Campanella,M
70282,Bruce (I),Campbell,M
70289,Caley,Campbell,M
70359,Donald (I),Campbell,M
70539,Paul (IV),Campbell,M
70620,William (I),Campbell,M
70635,Frank,Campeau,M
70789,Elias,Campos,M
70854,Ricardo (I),Campos,M
70890,Ken,Camroux,M
70963,Antonio,Canal,M
71215,Adolfo Luxúria,Canibal,M
71514,Francisco,Cantalejo,M
71578,Néstor,Cantillana,M
71590,Paolo,Cantinelli,M
71623,Mark,Canton,M
71746,Yakima,Canutt,M
71805,Peter,Capaldi,M
72194,Frank,Capra,M
72227,Vittorio,Caprioli,M
72267,Douglas,Caputo,M
72331,Conny,Caracciolo,M
72453,Tony,Carbajal,M
72520,Raymond,Carbone,M
72672,Ben,Cardinal,M
72704,Joaquín,Cardona,M
72712,René,Cardona,M
72753,Idilio,Cardoso,M
72901,James (I),Carew,M
72912,Edwin,Carewe,M
72954,Harry,Carey,M
72971,Macdonald,Carey,M
73062,Carmine,Caridi,M
73325,Ismael 'East',Carlo,M
73359,Antônio (I),Carlos,M
73891,Cliff,Carnell,M
73898,Antonio,Carnera,M
73926,Bob (I),Carney,M
73929,Chris (I),Carney,M
73992,Marcel,Carné,M
74080,René (I),Caron,M
74181,Horace B.,Carpenter,M
74268,Bart,Carpinelli,M
74334,Eric (II),Carr,M
74346,Harry (I),Carr,M
74353,Jack (I),Carr,M
74450,John,Carradine,M
74451,Keith,Carradine,M
74626,Chacho,Carreras,M
74674,José Luis,Carreño,M
74684,Robert,Carricart,M
74735,Thomas,Carrigan,M
74746,Brian,Carrillo,M
74856,Mathieu,Carrière,M
74984,Justin,Carroll,M
75060,Ric,Carrott,M
75140,Charles,Carson,M
75151,David (II),Carson,M
75163,Jack (II),Carson,M
75184,Lemmy,Carson,M
75350,Donald (I),Carter,M
75367,Fred (II),Carter,M
75384,Harry (I),Carter,M
75391,Hubert,Carter,M
75501,Richard (I),Carter,M
75543,Tom (I),Carter,M
75686,Anthony (I),Caruso,M
75768,Duarte,Carvalheira,M
75883,Dana,Carvey,M
75898,Christopher,Cary,M
75936,Eric,Casaccio,M
75964,Matt,Casado,M
76114,Carlos,Casaravilla,M
76300,Renzo,Casellato,M
76338,Bernie,Casey,M
76388,Kenneth (I),Casey,M
76395,Lawrence P.,Casey,M
76578,Egidio,Casolari,M
76728,John,Cassavetes,M
76729,Nick,Cassavetes,M
76734,Jean-Pierre,Cassel,M
76797,Ed (I),Cassidy,M
76862,Bill,Cassinelli,M
76863,Claudio,Cassinelli,M
77080,Rolf,Castell,M
77226,Nino,Castelnuovo,M
77245,Jeff,Caster,M
77437,Óscar,Castillo,M
77772,Icky the,Cat,M
77784,Brian,Catalano,M
77848,Manuel Joaquim,Catalão,M
77857,Alfredo,Catania,M
78273,Jason,Cavalier,M
78341,Allan,Cavan,M
78353,Paul,Cavanagh,M
78367,Hobart,Cavanaugh,M
78445,Glen,Cavender,M
78455,Fred,Cavens,M
78597,Grégoire,Caze,M
78674,José Antonio,Cebas,M
78687,Francisco,Cebrián,M
78725,Renato,Cecchetto,M
78773,Edward,Cecil,M
79179,Christopher,Ceombs,M
79321,Giorgio,Cerioni,M
79529,Todd,Cerveris,M
79535,Gino,Cervi,M
79595,Adán,Cesarini,M
79844,The,Chad,M
80019,Michael,Chain,M
80077,George,Chakiris,M
80082,Malay,Chakrabarty,M
80126,Tungala,Chalapathi Rao,M
80160,Feodor,Chaliapin Jr.,M
80194,Percy,Challenger,M
80408,Munro,Chambers,M
80560,Jean,Champion,M
80595,Tha,Chan Chan,M
80597,Daniel,Chan Hiu Tung,M
80651,Eason,Chan,M
80684,Jackie (I),Chan,M
80922,Damon,Chandler,M
80930,Eddy,Chandler,M
80936,George,Chandler,M
80958,Lane,Chandler,M
80974,Simon,Chandler,M
80983,Warren,Chandler,M
81046,Lon,Chaney,M
81403,Saul,Chaplin,M
81460,Galvin,Chapman,M
81579,John (I),Chappell,M
81594,Antoine,Chappey,M
81830,Josh (I),Charles,M
82027,Jacques,Charon,M
82173,Charley,Chase,M
82185,Colin (I),Chase,M
82337,Geoffrey,Chater,M
82433,Tom,Chatterton,M
82511,Roberto,Chauffard,M
82733,Maury,Chaykin,M
82802,Clément,Chebli,M
82934,Sergei,Chekan,M
82935,Stanislav,Chekan,M
83040,Chao-jung,Chen,M
83109,Kuan Tai,Chen,M
83114,Lan,Chen,M
83126,Mingao,Chen,M
83282,Hong-Yip,Cheng,M
83300,Mark,Cheng,M
83442,Nikolai,Cherkasov,M
83491,Igor,Chernitsky,M
83543,André,Cheron,M
83598,Malcolm,Cherry,M
83613,Aleksei,Cherstvov,M
83645,George (I),Chesebro,M
83826,John,Cheung,M
83840,Leslie,Cheung,M
83908,Cyr,Chevalier,M
83929,Michael,Chevalier,M
83987,Jean,Chevrier,M
84075,Minoru,Chiaki,M
84117,Renato,Chiantoni,M
84121,Roy,Chiao,M
84269,Pedro,Chicote,M
84307,Beppe,Chierici,M
84346,Takeo,Chii,M
84500,Jason,Chimonides,M
84581,Nikolai,Chindyajkin,M
84718,Charles,Chiquette,M
84721,Giga,Chirakadze,M
84878,Man Cheuk,Chiu,M
84966,Henry,Chmielnicki,M
84973,Bang-ho,Cho,M
84990,John,Cho,M
85005,Sung-ha,Cho,M
85080,Bul-am,Choi,M
85179,Yong-han,Choi,M
85626,Pat,Chrisman,M
85854,Michael (I),Christian,M
85953,Rasmus,Christiansen,M
86115,Dr. Peg,Christopher,M
86159,Scott,Christopher,M
86356,The,Chuckles,M
86426,Yuri,Chulyukin,M
86427,Vansam,Chum,M
86462,Shih,Chun,M
86473,Albert,Chung,M
86580,Fred,Church,M
86625,Winston (I),Churchill,M
86721,Catarino,Chávez,M
86735,José,Chávez,M
86744,Martín (II),Chávez,M
86749,Óscar,Chávez,M
86812,Tonino,Cianci,M
86890,José,Cibrián,M
86905,Tony,Cicchetti,M
86944,Paul,Cicero,M
87011,Piotr,Cieslak,M
87248,Aurel,Cioranu,M
87291,Ljubomir,Cipranic,M
87493,Lenny,Citrano,M
87660,André,Clairius,M
87687,George,Clancey,M
87764,O.B.,Clarence,M
87778,Verner,Clarges,M
87794,Hans,Clarin,M
87852,Blake,Clark,M
88023,Harvey,Clark,M
88027,Ian D.,Clark,M
88068,Jim (I),Clark,M
88069,Jim (III),Clark,M
88185,Oliver (I),Clark,M
88239,Roy (VII),Clark,M
88411,Graham,Clarke,M
88581,Charles,Clary,M
88647,Jean,Claudio,M
88821,Nicholas (I),Clay,M
88827,Philippe,Clay,M
88862,George,Claydon,M
88879,Adam (I),Clayton,M
88903,Edward,Clayton,M
89093,Clay,Clement,M
89096,David,Clement,M
89139,Steve,Clemente,M
89149,Baby,Clements,M
89161,Hal,Clements,M
89285,Julio,Cleto,M
89331,Jimmy,Cliff,M
89332,John,Cliff,M
89502,Edward,Clisbee,M
89717,Martin,Clunes,M
89743,Andy,Clyde,M
89951,Edmund,Cobb,M
89970,Lee J.,Cobb,M
90044,Germán,Cobos,M
90116,Richard,Cocciante,M
90279,Johnny,Cocktails,M
90366,Franco,Coduti,M
90370,Bill (I),Cody,M
90390,Lew,Cody,M
90496,Herman,Coessens,M
90512,Vincent,Cofalka,M
90564,Frederick,Coffin,M
90613,Natan,Cogan,M
90626,Thomas C.,Coggin,M
90650,Nick,Cogley,M
90714,Aurelio,Cohen,M
90888,Moisés,Cohen,M
90890,Motti,Cohen,M
90935,Sammy,Cohen,M
91168,Manfredo,Colassanti,M
91607,Dan (II),Coleman,M
91731,Ted (I),Coleman,M
91796,Saverio,Coletta,M
91831,Feridun,Colgecen,M
92022,Yann,Collette,M
92151,Eamonn,Collinge,M
92589,Bud,Collyer,M
92674,Vincent,Colombe,M
92731,Fernando,Colomo,M
92785,Los,Colosos,M
92857,Sam,Colton,M
93041,Gary,Combs,M
93044,Jeffrey,Combs,M
93257,Clark,Comstock,M
93325,Gabby,Concepcion,M
93410,Donald (I),Condon,M
93414,Jackie,Condon,M
93415,James,Condon,M
93568,Chester,Conklin,M
93594,Andy,Conlan,M
93599,Frank,Conlan,M
93724,Jim (I),Connell,M
93753,Bobby,Connelly,M
93880,Billy,Connolly,M
93897,Jack,Connolly,M
93928,Sean (II),Connolly,M
94231,Robert,Consoli,M
94284,Michel (I),Constantin,M
94571,Roberto,Contreras,M
94608,Joe,Convery,M
94651,Jack,Conway,M
94806,Clyde (I),Cook,M
94997,Warren,Cook,M
95006,Al,Cooke,M
95037,Gregory (I),Cooke,M
95125,Hallam,Cooley,M
95127,James (I),Cooley,M
95173,Guy (I),Coombs,M
95181,Royce,Coombs,M
95246,Alice (I),Cooper,M
95651,Kevin,Copeland,M
95688,Márcio,Copetii,M
95942,Ben,Corbett,M
95965,John (I),Corbett,M
96147,Joaquín,Cordero,M
96245,Raymond,Cordy,M
96296,Jim,Corey,M
96391,Ian James,Corlett,M
96489,Peter,Cornehlsen,M
96509,Walter,Cornelis,M
96797,Gino,Corrado,M
96980,Chris (I),Corrigan,M
97005,Ray,Corrigan,M
97053,Bill,Corsair,M
97496,John (II),Cosgrove,M
97578,Joaquín,Coss,M
97588,John,Cossar,M
97592,Ernest,Cossart,M
97673,Cilo,Costa,M
97947,Maurice (I),Costello,M
97968,William (I),Costello,M
98000,George,Costigan,M
98129,Joseph (I),Cotten,M
98229,Oliver,Cotton,M
98593,Syd,Courtenay,M
98611,Jerome,Courtland,M
98651,Joel,Courtney,M
98785,Jorge (II),Coutinho,M
98906,Tom,Coventry,M
98912,David,Coverdale,M
98916,Allen,Covert,M
98958,Bernard,Cowan,M
98982,Jerome,Cowan,M
99083,Darry,Cowl,M
99090,Denis,Cowles,M
99105,Jack,Cowley,M
99140,Alex (I),Cox,M
99156,Brian (I),Cox,M
99168,Chad,Cox,M
99358,Graham,Coxon,M
99406,Matthew,Coyle,M
99412,Richard,Coyle,M
99637,Charles (I),Craig,M
99667,Ivan (I),Craig,M
99912,Jack,Crane,M
99932,Richard (I),Crane,M
100021,Noel,Cravat,M
100044,Matt (I),Craven,M
100165,Johnny,Crawford,M
100257,Robert,Cray,M
100417,Bruno,Cremer,M
100446,Richard,Crenna,M
100567,René,Creste,M
100593,Carl-Erik,Creutz,M
100707,Laurence,Criner,M
100777,Donald (I),Crisp,M
100841,Giuseppe (II),Cristiano,M
101035,Richard (II),Croft,M
101138,James (I),Cromwell,M
101213,Patrick,Cronin,M
101290,Joan,Crosas,M
101315,Jack (II),Crosby,M
101514,Syd,Crossley,M
101577,Sean,Crouse,M
102190,James,Cruze,M
102221,Michel,Crémadès,M
102350,László,Csákányi,M
102660,Chaoming,Cui,M
