account_id,district_id,frequency,date
122,31,POPLATEK MESICNE,1996-10-30
2489,72,POPLATEK MESICNE,1993-03-09
2431,74,POPLATEK MESICNE,1995-02-23
6273,38,POPLATEK MESICNE,1993-07-21
2816,74,POPLATEK MESICNE,1997-05-04
3702,53,POPLATEK MESICNE,1995-04-13
1980,49,POPLATEK MESICNE,1996-03-16
1483,10,POPLATEK MESICNE,1996-01-09
2555,53,POPLATEK MESICNE,1993-03-10
1762,28,POPLATEK MESICNE,1993-12-11
2035,53,POPLATEK MESICNE,1996-05-10
1860,70,POPLATEK MESICNE,1997-01-02
3676,58,POPLATEK MESICNE,1996-06-08
3807,53,POPLATEK MESICNE,1995-09-05
3304,36,POPLATEK MESICNE,1997-01-16
3376,58,POPLATEK MESICNE,1996-11-17
7136,12,POPLATEK TYDNE,1995-04-09
2889,8,POPLATEK MESICNE,1996-03-23
472,8,POPLATEK MESICNE,1996-10-11
2840,15,POPLATEK MESICNE,1994-10-09
7894,27,POPLATEK MESICNE,1996-04-09
629,31,POPLATEK MESICNE,1994-07-25
9307,68,POPLATEK MESICNE,1993-01-24
1667,56,POPLATEK MESICNE,1996-08-18
2000,5,POPLATEK MESICNE,1997-08-06
1236,19,POPLATEK MESICNE,1993-05-05
8320,51,POPLATEK MESICNE,1997-01-19
270,27,POPLATEK MESICNE,1995-01-23
2400,40,POPLATEK MESICNE,1996-06-15
537,34,POPLATEK MESICNE,1997-01-08
1181,69,POPLATEK MESICNE,1997-08-20
1831,1,POPLATEK MESICNE,1993-09-21
2953,1,POPLATEK MESICNE,1996-09-02
2572,64,POPLATEK PO OBRATU,1994-11-13
8475,4,POPLATEK MESICNE,1993-09-08
3648,61,POPLATEK MESICNE,1996-05-06
2568,17,POPLATEK MESICNE,1994-03-02
1911,68,POPLATEK MESICNE,1994-08-21
626,72,POPLATEK MESICNE,1993-11-11
2260,1,POPLATEK MESICNE,1994-06-07
10068,1,POPLATEK MESICNE,1997-04-02
3316,28,POPLATEK MESICNE,1993-05-06
2990,30,POPLATEK MESICNE,1996-09-16
446,50,POPLATEK MESICNE,1993-06-15
1077,14,POPLATEK MESICNE,1993-03-03
519,24,POPLATEK MESICNE,1993-11-12
368,77,POPLATEK MESICNE,1993-07-06
2671,1,POPLATEK MESICNE,1993-09-15
1674,1,POPLATEK MESICNE,1995-09-15
2913,8,POPLATEK MESICNE,1993-12-28
2588,5,POPLATEK MESICNE,1993-12-04
2232,1,POPLATEK MESICNE,1996-05-07
1614,63,POPLATEK MESICNE,1996-05-07
1082,2,POPLATEK MESICNE,1996-06-08
1241,53,POPLATEK MESICNE,1996-07-02
1790,70,POPLATEK MESICNE,1997-09-08
2305,1,POPLATEK MESICNE,1993-12-11
3010,46,POPLATEK MESICNE,1995-09-13
2278,1,POPLATEK MESICNE,1996-08-03
773,15,POPLATEK MESICNE,1993-06-19
1273,37,POPLATEK MESICNE,1994-03-25
3327,45,POPLATEK MESICNE,1993-04-16
3331,16,POPLATEK MESICNE,1997-02-20
1010,61,POPLATEK MESICNE,1995-05-01
2339,63,POPLATEK MESICNE,1996-09-22
3022,64,POPLATEK MESICNE,1996-10-30
10607,52,POPLATEK MESICNE,1996-10-08
3263,44,POPLATEK MESICNE,1996-03-07
374,38,POPLATEK MESICNE,1993-01-09
2996,54,POPLATEK MESICNE,1994-05-17
1326,52,POPLATEK MESICNE,1996-11-11
719,30,POPLATEK MESICNE,1993-12-21
3574,72,POPLATEK MESICNE,1997-03-08
1381,57,POPLATEK MESICNE,1993-11-01
5481,52,POPLATEK MESICNE,1993-08-16
3713,14,POPLATEK TYDNE,1993-06-08
2954,1,POPLATEK MESICNE,1997-04-08
3749,68,POPLATEK MESICNE,1996-08-10
11271,5,POPLATEK MESICNE,1995-09-20
1926,37,POPLATEK MESICNE,1993-01-06
1879,10,POPLATEK MESICNE,1994-05-13
349,72,POPLATEK MESICNE,1997-06-08
10520,55,POPLATEK PO OBRATU,1995-10-24
3292,1,POPLATEK MESICNE,1993-12-21
1164,35,POPLATEK MESICNE,1994-01-14
2125,43,POPLATEK TYDNE,1997-11-20
3133,66,POPLATEK MESICNE,1993-06-14
3806,36,POPLATEK MESICNE,1996-04-18
1184,14,POPLATEK MESICNE,1994-05-06
1435,1,POPLATEK MESICNE,1996-12-01
4086,66,POPLATEK MESICNE,1996-07-17
899,72,POPLATEK MESICNE,1993-06-21
5774,1,POPLATEK MESICNE,1995-06-08
2017,54,POPLATEK MESICNE,1996-02-21
616,43,POPLATEK MESICNE,1993-10-14
921,10,POPLATEK MESICNE,1996-10-08
1221,45,POPLATEK MESICNE,1997-01-02
3813,1,POPLATEK MESICNE,1997-10-09
1301,18,POPLATEK MESICNE,1994-09-15
1006,6,POPLATEK MESICNE,1993-02-08
1752,68,POPLATEK MESICNE,1996-05-08
474,61,POPLATEK MESICNE,1995-12-06
2969,29,POPLATEK MESICNE,1995-05-26
1118,48,POPLATEK MESICNE,1993-07-04
4266,54,POPLATEK MESICNE,1997-02-05
3950,48,POPLATEK MESICNE,1997-09-01
15,70,POPLATEK MESICNE,1993-10-02
2709,2,POPLATEK MESICNE,1996-10-18
2639,17,POPLATEK MESICNE,1993-04-26
3455,34,POPLATEK MESICNE,1996-03-13
1593,16,POPLATEK MESICNE,1996-08-22
10807,34,POPLATEK MESICNE,1996-03-13
378,68,POPLATEK MESICNE,1996-07-22
1509,51,POPLATEK MESICNE,1994-05-19
7520,9,POPLATEK MESICNE,1996-03-29
2199,1,POPLATEK MESICNE,1993-08-04
1839,5,POPLATEK MESICNE,1997-06-22
3524,66,POPLATEK MESICNE,1997-06-28
1940,52,POPLATEK MESICNE,1993-12-22
1265,49,POPLATEK MESICNE,1996-02-25
595,20,POPLATEK MESICNE,1996-12-21
2223,44,POPLATEK MESICNE,1996-01-05
4439,30,POPLATEK MESICNE,1995-12-25
2980,66,POPLATEK MESICNE,1993-12-09
870,70,POPLATEK MESICNE,1995-03-27
1049,18,POPLATEK MESICNE,1997-12-04
3077,64,POPLATEK MESICNE,1997-04-16
2916,6,POPLATEK MESICNE,1996-12-03
515,57,POPLATEK MESICNE,1995-02-09
2681,28,POPLATEK MESICNE,1995-01-19
3661,50,POPLATEK MESICNE,1996-01-11
3816,25,POPLATEK MESICNE,1996-04-21
2290,37,POPLATEK MESICNE,1996-10-22
2354,7,POPLATEK MESICNE,1997-03-17
2061,24,POPLATEK MESICNE,1993-05-12
1177,27,POPLATEK MESICNE,1997-12-20
3191,72,POPLATEK MESICNE,1996-09-17
3182,6,POPLATEK MESICNE,1996-12-20
532,26,POPLATEK MESICNE,1995-09-02
413,18,POPLATEK MESICNE,1996-07-09
1107,42,POPLATEK MESICNE,1993-09-08
3932,74,POPLATEK MESICNE,1996-07-25
3153,2,POPLATEK MESICNE,1996-07-05
1905,34,POPLATEK MESICNE,1996-05-25
1789,46,POPLATEK MESICNE,1993-10-23
4437,40,POPLATEK MESICNE,1993-09-24
2773,38,POPLATEK MESICNE,1996-06-23
2539,24,POPLATEK MESICNE,1997-04-24
6686,61,POPLATEK MESICNE,1996-02-10
2836,42,POPLATEK MESICNE,1995-11-18
4519,8,POPLATEK MESICNE,1994-06-08
2333,45,POPLATEK MESICNE,1994-10-08
3933,61,POPLATEK MESICNE,1996-02-11
1296,50,POPLATEK MESICNE,1996-12-02
454,7,POPLATEK MESICNE,1995-05-07
3893,42,POPLATEK MESICNE,1996-12-13
3764,69,POPLATEK MESICNE,1995-11-05
1577,67,POPLATEK MESICNE,1996-10-16
1757,75,POPLATEK MESICNE,1995-03-27
3296,67,POPLATEK MESICNE,1996-03-15
1348,55,POPLATEK MESICNE,1997-11-12
2434,17,POPLATEK MESICNE,1993-02-02
1896,74,POPLATEK MESICNE,1993-10-05
5001,53,POPLATEK MESICNE,1995-12-15
1235,76,POPLATEK MESICNE,1993-11-23
1705,70,POPLATEK MESICNE,1993-09-15
7733,19,POPLATEK TYDNE,1996-07-08
1327,65,POPLATEK MESICNE,1994-08-24
8547,14,POPLATEK TYDNE,1995-07-17
1997,74,POPLATEK MESICNE,1996-09-05
1534,1,POPLATEK MESICNE,1993-05-24
2543,68,POPLATEK MESICNE,1993-02-13
1286,66,POPLATEK PO OBRATU,1993-11-23
8489,19,POPLATEK MESICNE,1993-09-18
677,70,POPLATEK MESICNE,1997-09-13
1302,55,POPLATEK MESICNE,1993-11-21
3492,33,POPLATEK MESICNE,1995-09-10
1090,69,POPLATEK MESICNE,1996-10-19
1206,70,POPLATEK MESICNE,1995-10-21
1836,42,POPLATEK MESICNE,1996-02-15
10973,18,POPLATEK TYDNE,1993-04-20
3710,1,POPLATEK MESICNE,1995-02-25
347,65,POPLATEK MESICNE,1993-12-13
1047,46,POPLATEK MESICNE,1994-06-13
1590,77,POPLATEK MESICNE,1995-04-07
3758,38,POPLATEK MESICNE,1995-09-19
3801,1,POPLATEK MESICNE,1996-06-20
241,15,POPLATEK MESICNE,1996-09-29
10036,1,POPLATEK MESICNE,1993-09-13
3259,1,POPLATEK MESICNE,1994-04-11
2480,35,POPLATEK MESICNE,1997-09-07
2115,8,POPLATEK MESICNE,1996-12-05
1126,56,POPLATEK MESICNE,1993-03-08
1804,20,POPLATEK TYDNE,1993-09-23
1587,1,POPLATEK MESICNE,1996-12-11
1223,70,POPLATEK MESICNE,1996-08-10
794,63,POPLATEK MESICNE,1997-04-24
544,32,POPLATEK MESICNE,1995-05-15
3241,44,POPLATEK MESICNE,1993-07-16
34,67,POPLATEK TYDNE,1993-09-17
9138,26,POPLATEK MESICNE,1996-07-18
4358,5,POPLATEK MESICNE,1997-02-12
3756,39,POPLATEK TYDNE,1994-10-17
6062,24,POPLATEK MESICNE,1996-08-28
8260,31,POPLATEK MESICNE,1993-03-24
2406,5,POPLATEK MESICNE,1996-03-22
2464,33,POPLATEK PO OBRATU,1993-07-02
783,1,POPLATEK MESICNE,1997-09-08
772,45,POPLATEK MESICNE,1993-01-21
3108,53,POPLATEK MESICNE,1993-03-14
5661,53,POPLATEK MESICNE,1995-12-20
3889,16,POPLATEK MESICNE,1997-07-03
2837,46,POPLATEK MESICNE,1996-06-02
2974,9,POPLATEK MESICNE,1993-03-13
834,3,POPLATEK MESICNE,1997-05-23
1617,45,POPLATEK MESICNE,1993-06-01
1147,44,POPLATEK MESICNE,1993-04-10
3131,21,POPLATEK MESICNE,1995-10-23
3957,33,POPLATEK TYDNE,1996-06-13
2900,20,POPLATEK MESICNE,1997-05-14
823,71,POPLATEK MESICNE,1997-09-19
3362,73,POPLATEK MESICNE,1995-01-25
3545,51,POPLATEK MESICNE,1993-02-17
243,55,POPLATEK TYDNE,1993-11-06
1091,16,POPLATEK MESICNE,1993-09-09
3855,33,POPLATEK MESICNE,1995-09-04
2484,74,POPLATEK MESICNE,1993-01-03
428,1,POPLATEK MESICNE,1993-02-27
181,21,POPLATEK MESICNE,1996-06-11
3885,51,POPLATEK MESICNE,1997-04-01
3155,28,POPLATEK MESICNE,1996-08-29
6440,1,POPLATEK MESICNE,1996-11-01
1399,45,POPLATEK MESICNE,1996-05-20
2206,45,POPLATEK MESICNE,1995-08-10
1503,71,POPLATEK MESICNE,1996-04-10
1080,55,POPLATEK MESICNE,1993-12-27
1893,48,POPLATEK MESICNE,1996-07-20
2933,10,POPLATEK MESICNE,1993-06-18
1880,76,POPLATEK MESICNE,1994-02-25
3584,55,POPLATEK MESICNE,1996-06-12
2866,43,POPLATEK MESICNE,1995-09-13
3326,5,POPLATEK MESICNE,1993-11-11
2801,11,POPLATEK MESICNE,1996-09-23
712,72,POPLATEK MESICNE,1996-12-01
885,1,POPLATEK MESICNE,1993-06-25
1170,25,POPLATEK MESICNE,1996-03-26
2928,55,POPLATEK MESICNE,1993-12-14
2925,1,POPLATEK MESICNE,1993-01-10
3540,18,POPLATEK MESICNE,1997-01-03
45,64,POPLATEK MESICNE,1997-09-02
591,1,POPLATEK MESICNE,1997-08-12
2422,27,POPLATEK MESICNE,1997-08-29
3051,9,POPLATEK MESICNE,1996-01-01
6636,72,POPLATEK TYDNE,1993-08-04
1986,46,POPLATEK MESICNE,1995-04-04
4156,42,POPLATEK MESICNE,1997-06-27
9403,1,POPLATEK TYDNE,1993-03-27
6040,1,POPLATEK MESICNE,1993-04-22
5269,49,POPLATEK MESICNE,1996-07-04
267,38,POPLATEK MESICNE,1995-04-26
3693,61,POPLATEK MESICNE,1993-01-29
1857,37,POPLATEK MESICNE,1997-08-18
10436,60,POPLATEK MESICNE,1996-03-21
3945,50,POPLATEK MESICNE,1995-11-07
911,60,POPLATEK MESICNE,1996-08-12
10404,1,POPLATEK MESICNE,1996-12-30
1377,1,POPLATEK MESICNE,1996-09-25
2882,44,POPLATEK MESICNE,1996-07-20
342,64,POPLATEK MESICNE,1996-10-13
2540,54,POPLATEK MESICNE,1995-04-01
3037,44,POPLATEK MESICNE,1994-05-26
2813,24,POPLATEK MESICNE,1993-12-15
844,53,POPLATEK MESICNE,1994-04-28
7082,57,POPLATEK MESICNE,1996-09-06
2393,10,POPLATEK MESICNE,1993-01-07
3888,39,POPLATEK MESICNE,1993-05-27
4171,28,POPLATEK MESICNE,1993-06-12
3251,59,POPLATEK MESICNE,1995-05-18
2022,72,POPLATEK MESICNE,1993-06-11
2378,16,POPLATEK MESICNE,1993-01-01
649,69,POPLATEK TYDNE,1994-05-17
6511,72,POPLATEK MESICNE,1994-06-10
1971,41,POPLATEK MESICNE,1995-08-04
2743,51,POPLATEK MESICNE,1997-05-22
5180,54,POPLATEK MESICNE,1997-02-24
345,5,POPLATEK MESICNE,1993-11-20
2944,22,POPLATEK MESICNE,1996-01-11
553,26,POPLATEK MESICNE,1995-06-06
4342,74,POPLATEK MESICNE,1996-04-29
107,64,POPLATEK MESICNE,1993-11-05
2856,25,POPLATEK MESICNE,1995-03-18
7274,11,POPLATEK MESICNE,1997-09-28
2042,31,POPLATEK MESICNE,1997-02-12
1072,65,POPLATEK MESICNE,1997-12-09
2531,51,POPLATEK MESICNE,1996-12-21
7721,13,POPLATEK MESICNE,1997-07-03
2718,29,POPLATEK MESICNE,1995-02-05
3536,24,POPLATEK MESICNE,1994-08-11
2470,16,POPLATEK MESICNE,1994-07-23
692,69,POPLATEK MESICNE,1996-10-02
520,60,POPLATEK MESICNE,1993-11-04
2562,35,POPLATEK MESICNE,1995-08-15
372,55,POPLATEK MESICNE,1995-09-10
1863,62,POPLATEK MESICNE,1997-04-01
2169,57,POPLATEK MESICNE,1997-07-09
10220,44,POPLATEK MESICNE,1996-08-26
10799,76,POPLATEK MESICNE,1997-08-19
526,67,POPLATEK MESICNE,1996-07-16
954,74,POPLATEK MESICNE,1996-01-08
850,25,POPLATEK MESICNE,1997-03-07
3092,46,POPLATEK MESICNE,1995-12-20
3907,37,POPLATEK MESICNE,1996-04-18
3428,27,POPLATEK MESICNE,1997-07-12
6609,16,POPLATEK MESICNE,1995-03-27
3712,3,POPLATEK MESICNE,1994-09-13
2789,14,POPLATEK MESICNE,1994-01-01
632,29,POPLATEK MESICNE,1996-05-14
2311,28,POPLATEK MESICNE,1997-10-19
1225,4,POPLATEK MESICNE,1993-12-14
980,1,POPLATEK MESICNE,1996-12-11
7857,75,POPLATEK MESICNE,1993-08-04
4269,26,POPLATEK MESICNE,1995-12-24
1827,10,POPLATEK MESICNE,1993-09-06
7765,52,POPLATEK TYDNE,1994-07-10
108,53,POPLATEK MESICNE,1995-03-10
13,76,POPLATEK MESICNE,1997-08-17
1303,23,POPLATEK MESICNE,1997-09-08
4948,43,POPLATEK MESICNE,1995-07-29
1848,1,POPLATEK MESICNE,1994-08-04
185,32,POPLATEK MESICNE,1997-07-04
1555,34,POPLATEK MESICNE,1996-11-10
1075,35,POPLATEK MESICNE,1995-07-13
2803,58,POPLATEK MESICNE,1995-12-01
2796,5,POPLATEK TYDNE,1997-12-08
230,1,POPLATEK MESICNE,1996-02-26
1832,70,POPLATEK MESICNE,1996-04-01
2025,19,POPLATEK MESICNE,1994-10-02
1900,27,POPLATEK MESICNE,1996-07-27
3431,64,POPLATEK MESICNE,1996-09-21
728,60,POPLATEK MESICNE,1995-11-28
594,54,POPLATEK MESICNE,1994-12-09
3314,25,POPLATEK MESICNE,1996-10-14
1742,68,POPLATEK MESICNE,1995-10-08
1747,30,POPLATEK MESICNE,1997-08-14
2911,33,POPLATEK MESICNE,1995-02-25
1253,5,POPLATEK MESICNE,1997-04-13
3121,46,POPLATEK MESICNE,1996-03-08
1105,55,POPLATEK MESICNE,1994-09-01
1172,6,POPLATEK MESICNE,1997-10-25
1513,30,POPLATEK MESICNE,1993-08-23
3366,68,POPLATEK MESICNE,1996-03-02
3088,18,POPLATEK MESICNE,1996-03-08
1217,69,POPLATEK MESICNE,1993-10-25
2013,54,POPLATEK MESICNE,1996-08-15
3735,1,POPLATEK MESICNE,1995-04-27
9017,70,POPLATEK MESICNE,1995-11-22
647,1,POPLATEK MESICNE,1997-04-28
603,62,POPLATEK MESICNE,1996-06-11
1488,25,POPLATEK MESICNE,1997-04-29
685,37,POPLATEK TYDNE,1995-01-04
4349,74,POPLATEK MESICNE,1996-09-16
166,17,POPLATEK MESICNE,1996-08-20
872,27,POPLATEK MESICNE,1997-01-18
930,41,POPLATEK MESICNE,1993-08-03
2668,21,POPLATEK MESICNE,1997-05-20
1284,55,POPLATEK MESICNE,1997-07-02
3921,18,POPLATEK MESICNE,1994-07-17
2482,1,POPLATEK MESICNE,1994-02-23
2128,22,POPLATEK MESICNE,1993-12-10
858,52,POPLATEK MESICNE,1996-07-13
2063,1,POPLATEK MESICNE,1993-12-04
2369,49,POPLATEK MESICNE,1997-07-19
1999,70,POPLATEK MESICNE,1993-06-06
309,14,POPLATEK MESICNE,1997-04-25
9030,72,POPLATEK MESICNE,1995-01-21
103,44,POPLATEK MESICNE,1996-03-10
1231,7,POPLATEK MESICNE,1994-01-18
1504,1,POPLATEK MESICNE,1996-08-26
11382,74,POPLATEK MESICNE,1995-08-20
256,37,POPLATEK MESICNE,1995-05-14
1532,54,POPLATEK MESICNE,1996-09-19
2846,1,POPLATEK MESICNE,1997-09-27
1719,1,POPLATEK MESICNE,1993-09-06
2754,57,POPLATEK TYDNE,1996-01-26
3652,36,POPLATEK MESICNE,1997-03-02
1249,67,POPLATEK MESICNE,1995-03-30
1334,74,POPLATEK MESICNE,1993-05-14
371,12,POPLATEK MESICNE,1996-08-02
798,1,POPLATEK MESICNE,1996-04-22
1336,5,POPLATEK MESICNE,1997-02-26
305,34,POPLATEK MESICNE,1996-10-18
9548,62,POPLATEK MESICNE,1996-06-07
1925,12,POPLATEK MESICNE,1993-08-03
3954,22,POPLATEK MESICNE,1993-06-25
2621,55,POPLATEK MESICNE,1995-10-29
488,25,POPLATEK MESICNE,1996-06-20
2194,54,POPLATEK MESICNE,1997-02-25
4093,1,POPLATEK MESICNE,1993-03-25
3751,9,POPLATEK MESICNE,1993-09-15
1813,47,POPLATEK MESICNE,1994-02-11
2584,50,POPLATEK MESICNE,1993-07-08
1096,34,POPLATEK MESICNE,1997-03-03
31,68,POPLATEK MESICNE,1994-04-27
1124,26,POPLATEK MESICNE,1996-06-02
2917,68,POPLATEK MESICNE,1996-08-08
3287,18,POPLATEK MESICNE,1993-07-26
3156,1,POPLATEK PO OBRATU,1997-11-16
919,62,POPLATEK MESICNE,1997-03-03
1330,68,POPLATEK MESICNE,1996-10-22
188,54,POPLATEK MESICNE,1993-04-20
2656,1,POPLATEK MESICNE,1997-02-18
923,13,POPLATEK MESICNE,1996-02-07
2782,1,POPLATEK MESICNE,1997-02-27
2075,33,POPLATEK MESICNE,1996-01-01
10079,62,POPLATEK MESICNE,1993-05-06
4470,16,POPLATEK MESICNE,1993-11-01
2468,4,POPLATEK MESICNE,1996-07-13
6397,48,POPLATEK MESICNE,1995-03-15
5794,70,POPLATEK MESICNE,1995-07-14
78,74,POPLATEK MESICNE,1993-07-07
467,74,POPLATEK MESICNE,1993-09-24
2244,46,POPLATEK MESICNE,1995-07-19
1277,31,POPLATEK MESICNE,1993-06-20
3151,6,POPLATEK MESICNE,1996-02-21
2258,3,POPLATEK MESICNE,1996-11-12
32,5,POPLATEK MESICNE,1995-08-28
3845,48,POPLATEK MESICNE,1995-05-14
1828,1,POPLATEK MESICNE,1994-09-28
3387,25,POPLATEK TYDNE,1996-12-28
1187,55,POPLATEK MESICNE,1996-07-28
55,20,POPLATEK MESICNE,1996-02-19
422,53,POPLATEK TYDNE,1994-08-29
1448,1,POPLATEK MESICNE,1995-10-07
2147,28,POPLATEK MESICNE,1996-07-10
458,7,POPLATEK MESICNE,1995-06-16
1737,77,POPLATEK MESICNE,1996-02-13
4774,66,POPLATEK MESICNE,1994-01-14
955,59,POPLATEK MESICNE,1996-07-08
3680,27,POPLATEK MESICNE,1996-02-16
5228,77,POPLATEK PO OBRATU,1993-06-23
3560,57,POPLATEK MESICNE,1996-11-10
2800,41,POPLATEK MESICNE,1997-05-08
945,18,POPLATEK MESICNE,1996-08-16
3056,55,POPLATEK MESICNE,1993-12-22
1673,53,POPLATEK MESICNE,1993-12-08
2747,1,POPLATEK MESICNE,1994-08-14
194,44,POPLATEK MESICNE,1996-08-01
3593,1,POPLATEK MESICNE,1993-02-18
338,49,POPLATEK MESICNE,1995-11-18
1944,72,POPLATEK MESICNE,1993-02-12
4386,51,POPLATEK TYDNE,1997-11-29
9703,68,POPLATEK MESICNE,1993-07-15
4354,38,POPLATEK MESICNE,1997-01-08
2326,70,POPLATEK MESICNE,1994-01-24
47,45,POPLATEK MESICNE,1993-08-08
1102,70,POPLATEK MESICNE,1996-02-19
1319,56,POPLATEK PO OBRATU,1997-08-08
1825,3,POPLATEK MESICNE,1995-12-05
7594,16,POPLATEK MESICNE,1996-02-16
842,62,POPLATEK MESICNE,1995-04-07
4204,21,POPLATEK MESICNE,1996-01-29
2609,73,POPLATEK MESICNE,1993-05-03
1868,16,POPLATEK TYDNE,1997-11-29
272,11,POPLATEK MESICNE,1996-10-23
7859,52,POPLATEK MESICNE,1995-03-14
6792,1,POPLATEK MESICNE,1996-05-11
682,54,POPLATEK MESICNE,1997-06-08
2487,42,POPLATEK MESICNE,1995-10-22
1242,74,POPLATEK PO OBRATU,1996-11-24
3027,62,POPLATEK MESICNE,1996-04-29
3375,9,POPLATEK MESICNE,1997-01-15
1411,54,POPLATEK MESICNE,1993-07-09
2088,4,POPLATEK MESICNE,1993-07-28
1285,65,POPLATEK MESICNE,1993-06-04
1915,2,POPLATEK MESICNE,1997-04-14
3138,37,POPLATEK MESICNE,1996-03-24
279,39,POPLATEK MESICNE,1993-04-14
1355,1,POPLATEK MESICNE,1997-08-16
59,43,POPLATEK MESICNE,1994-03-27
4534,63,POPLATEK MESICNE,1997-01-18
1408,10,POPLATEK MESICNE,1996-09-07
1525,57,POPLATEK MESICNE,1996-09-05
1261,52,POPLATEK MESICNE,1995-03-18
1596,70,POPLATEK MESICNE,1997-10-05
1817,10,POPLATEK MESICNE,1996-12-16
718,1,POPLATEK MESICNE,1996-03-03
1735,42,POPLATEK MESICNE,1996-12-04
3641,7,POPLATEK MESICNE,1995-01-09
2442,14,POPLATEK MESICNE,1997-08-21
302,7,POPLATEK MESICNE,1996-05-09
4047,45,POPLATEK TYDNE,1995-09-29
2654,56,POPLATEK MESICNE,1994-07-21
1356,39,POPLATEK MESICNE,1997-02-01
1250,62,POPLATEK MESICNE,1996-03-28
4454,63,POPLATEK MESICNE,1996-12-21
1511,51,POPLATEK PO OBRATU,1994-03-13
775,1,POPLATEK MESICNE,1994-12-18
5092,74,POPLATEK MESICNE,1993-12-21
3859,53,POPLATEK MESICNE,1996-04-23
1962,77,POPLATEK MESICNE,1996-02-24
3867,1,POPLATEK MESICNE,1997-07-19
4092,74,POPLATEK MESICNE,1996-03-13
1122,13,POPLATEK MESICNE,1995-08-12
9167,56,POPLATEK MESICNE,1997-04-02
2979,10,POPLATEK MESICNE,1997-11-22
2994,77,POPLATEK MESICNE,1996-05-03
7819,38,POPLATEK MESICNE,1993-08-01
1703,72,POPLATEK MESICNE,1997-11-02
3345,22,POPLATEK MESICNE,1993-12-08
7966,54,POPLATEK MESICNE,1996-12-27
523,1,POPLATEK MESICNE,1993-08-11
3917,1,POPLATEK MESICNE,1996-03-30
3779,74,POPLATEK MESICNE,1995-07-08
2196,11,POPLATEK MESICNE,1997-07-24
3301,14,POPLATEK MESICNE,1996-04-25
3686,77,POPLATEK MESICNE,1997-08-03
4332,74,POPLATEK MESICNE,1997-12-23
1070,62,POPLATEK MESICNE,1996-04-23
2341,33,POPLATEK MESICNE,1995-11-25
10105,55,POPLATEK MESICNE,1993-04-28
2267,54,POPLATEK TYDNE,1994-09-20
1562,1,POPLATEK MESICNE,1995-08-30
700,20,POPLATEK MESICNE,1994-06-01
3350,74,POPLATEK MESICNE,1996-07-13
4099,54,POPLATEK MESICNE,1996-05-26
1065,72,POPLATEK MESICNE,1993-03-27
2191,1,POPLATEK MESICNE,1996-08-08
2344,13,POPLATEK MESICNE,1996-07-02
2533,49,POPLATEK MESICNE,1995-06-27
1584,30,POPLATEK MESICNE,1993-05-27
1566,73,POPLATEK MESICNE,1993-07-07
261,54,POPLATEK MESICNE,1996-10-07
282,69,POPLATEK MESICNE,1997-05-12
1171,18,POPLATEK MESICNE,1997-12-20
67,16,POPLATEK MESICNE,1994-10-19
1670,12,POPLATEK MESICNE,1996-01-02
1635,19,POPLATEK MESICNE,1993-12-29
2371,15,POPLATEK TYDNE,1997-10-23
2881,70,POPLATEK MESICNE,1993-01-04
2546,1,POPLATEK MESICNE,1994-12-08
2411,69,POPLATEK MESICNE,1993-06-27
2793,47,POPLATEK MESICNE,1993-10-09
1487,66,POPLATEK MESICNE,1993-09-10
1662,1,POPLATEK MESICNE,1997-08-11
112,6,POPLATEK MESICNE,1993-03-12
2269,6,POPLATEK MESICNE,1993-11-04
1564,48,POPLATEK MESICNE,1996-03-05
534,1,POPLATEK MESICNE,1997-05-26
1728,74,POPLATEK MESICNE,1995-06-23
10644,16,POPLATEK MESICNE,1997-07-12
3868,43,POPLATEK MESICNE,1993-08-21
907,41,POPLATEK MESICNE,1993-07-09
4208,1,POPLATEK MESICNE,1997-04-08
951,3,POPLATEK MESICNE,1996-04-28
2460,1,POPLATEK MESICNE,1993-11-22
876,4,POPLATEK MESICNE,1997-10-26
376,25,POPLATEK MESICNE,1995-03-05
3697,45,POPLATEK MESICNE,1993-04-29
316,62,POPLATEK MESICNE,1997-05-08
1051,35,POPLATEK MESICNE,1993-10-21
1712,44,POPLATEK MESICNE,1996-11-25
1966,27,POPLATEK MESICNE,1993-02-12
9731,54,POPLATEK PO OBRATU,1994-12-01
800,11,POPLATEK MESICNE,1997-12-06
2033,71,POPLATEK MESICNE,1996-03-20
3415,75,POPLATEK MESICNE,1997-12-06
1816,44,POPLATEK MESICNE,1993-10-08
1434,70,POPLATEK MESICNE,1997-08-08
3195,40,POPLATEK MESICNE,1993-09-02
3336,51,POPLATEK MESICNE,1994-09-19
3987,25,POPLATEK MESICNE,1997-09-14
1833,54,POPLATEK MESICNE,1997-11-15
2551,5,POPLATEK MESICNE,1996-02-08
2209,65,POPLATEK MESICNE,1996-08-15
3245,45,POPLATEK MESICNE,1997-06-26
117,31,POPLATEK MESICNE,1993-09-05
3430,9,POPLATEK MESICNE,1996-12-10
1338,74,POPLATEK MESICNE,1993-01-11
62,47,POPLATEK MESICNE,1993-03-28
81,74,POPLATEK MESICNE,1996-07-18
3937,76,POPLATEK MESICNE,1996-01-10
387,72,POPLATEK MESICNE,1997-09-19
3999,35,POPLATEK MESICNE,1993-05-06
825,19,POPLATEK MESICNE,1996-03-06
4981,54,POPLATEK MESICNE,1996-01-22
1404,7,POPLATEK TYDNE,1993-09-22
